source,target,year,quarter,log_git_pushes,weight
HU,GB,2020,1,12.453580950816942,5.72227697114935
HU,AR,2020,1,12.453580950816942,4.5509749491129625
HU,SE,2020,1,12.453580950816942,4.221147255210418
HU,AT,2020,1,12.453580950816942,3.9400658667899893
HU,CH,2020,1,12.453580950816942,5.048860061603218
HU,PL,2020,1,12.453580950816942,4.456140846442124
HU,RU,2020,1,12.453580950816942,4.324850769660615
HU,DE,2020,1,12.453580950816942,6.5543835902294925
HU,NO,2020,1,12.453580950816942,4.469144930865331
MT,BE,2020,1,10.032100620004105,5.3173858318065435
MT,DE,2020,1,10.032100620004105,6.136826737690781
MT,CO,2020,1,10.032100620004105,5.847259650543228
MT,US,2020,1,10.032100620004105,8.158860582218894
MT,IL,2020,1,10.032100620004105,5.460486675447216
MT,EE,2020,1,10.032100620004105,5.244263566977581
MT,MY,2020,1,10.032100620004105,6.917808873144429
MT,RO,2020,1,10.032100620004105,5.7398004982284805
MT,ZA,2020,1,10.032100620004105,5.251136446265343
MT,CA,2020,1,10.032100620004105,5.5807358035987935
GT,US,2020,1,10.838246688693326,8.391495247307274
GT,DE,2020,1,10.838246688693326,6.570695624858056
GT,CO,2020,1,10.838246688693326,6.11713072195548
GT,PT,2020,1,10.838246688693326,6.581684746433651
GT,UA,2020,1,10.838246688693326,6.016589492733603
SV,CA,2020,1,10.292179440058462,6.9947181041696656
SV,US,2020,1,10.292179440058462,8.63371481884531
IS,GB,2020,1,10.322461010669084,6.4464078480421545
IS,US,2020,1,10.322461010669084,8.457530145744514
IS,DE,2020,1,10.322461010669084,7.221048062853283
SA,US,2020,1,11.094040714902595,8.335359080067203
SA,IN,2020,1,11.094040714902595,6.9430730892790455
SA,EG,2020,1,11.094040714902595,7.315962026952597
CO,BR,2020,1,13.279538051776328,4.734866168079015
CO,CA,2020,1,13.279538051776328,5.583461887181819
CO,DE,2020,1,13.279538051776328,5.974557055007031
CO,AR,2020,1,13.279538051776328,5.850007758698336
CO,UA,2020,1,13.279538051776328,4.986685519369892
CO,GB,2020,1,13.279538051776328,6.094676540324434
CO,PE,2020,1,13.279538051776328,4.311051921302655
CO,ES,2020,1,13.279538051776328,6.2939672663515225
CO,MX,2020,1,13.279538051776328,5.954622840106214
CO,EC,2020,1,13.279538051776328,4.739401323244406
CO,IN,2020,1,13.279538051776328,4.351873915822909
CO,US,2020,1,13.279538051776328,8.244102293922875
PA,CR,2020,1,9.493713172839865,6.172112856372833
PA,US,2020,1,9.493713172839865,8.326777819290257
PA,IL,2020,1,9.493713172839865,6.2833384914830575
PA,DE,2020,1,9.493713172839865,7.353027740681917
KZ,JP,2020,1,11.316630736538652,5.518675569084316
KZ,UZ,2020,1,11.316630736538652,5.785879110192557
KZ,DE,2020,1,11.316630736538652,5.629426933377019
KZ,US,2020,1,11.316630736538652,7.32089069741671
KZ,RU,2020,1,11.316630736538652,7.951181942478785
KZ,BY,2020,1,11.316630736538652,5.596637110554028
KZ,CA,2020,1,11.316630736538652,5.944943804822244
KZ,NL,2020,1,11.316630736538652,6.749316620492413
AE,GB,2020,1,11.189395119623798,5.419151859084932
AE,CZ,2020,1,11.189395119623798,4.9150716234584735
AE,NG,2020,1,11.189395119623798,5.31773168063903
AE,ES,2020,1,11.189395119623798,6.1274126774549265
AE,RU,2020,1,11.189395119623798,6.00806591982236
AE,PL,2020,1,11.189395119623798,5.241893604247525
AE,HR,2020,1,11.189395119623798,4.906632754812609
AE,US,2020,1,11.189395119623798,8.131254750637765
AE,CA,2020,1,11.189395119623798,4.964261867649245
AE,FR,2020,1,11.189395119623798,4.799387224459012
AE,RO,2020,1,11.189395119623798,4.818079357471164
AE,PT,2020,1,11.189395119623798,5.38297220250743
AE,IN,2020,1,11.189395119623798,6.463884914076139
AE,DE,2020,1,11.189395119623798,5.7269351108578
PS,US,2020,1,10.226005739823366,6.6219829449581376
PS,IL,2020,1,10.226005739823366,7.024562048177167
PS,JO,2020,1,10.226005739823366,6.070975531559315
PS,SA,2020,1,10.226005739823366,5.828903970359586
PS,GB,2020,1,10.226005739823366,8.004668496676036
PS,IN,2020,1,10.226005739823366,6.971136881503586
TH,KH,2020,1,12.760805100810341,4.753462219881665
TH,US,2020,1,12.760805100810341,7.9739209497103705
TH,IN,2020,1,12.760805100810341,5.072815636171097
TH,LK,2020,1,12.760805100810341,3.784661542735546
TH,IT,2020,1,12.760805100810341,4.1149032296061225
TH,BY,2020,1,12.760805100810341,4.163693393775555
TH,SG,2020,1,12.760805100810341,3.876011321323774
TH,VE,2020,1,12.760805100810341,4.832743022756439
TH,JP,2020,1,12.760805100810341,5.289704656631779
TH,DE,2020,1,12.760805100810341,6.145515543853567
TH,HK,2020,1,12.760805100810341,3.907263864827878
TH,MG,2020,1,12.760805100810341,4.145674888272876
TH,GB,2020,1,12.760805100810341,5.1731274573689445
TH,UA,2020,1,12.760805100810341,5.557400687284571
TH,NL,2020,1,12.760805100810341,5.638238442986811
TH,CA,2020,1,12.760805100810341,4.634440793974135
TH,RU,2020,1,12.760805100810341,6.032744537305256
TH,ES,2020,1,12.760805100810341,5.075210846897052
TH,NZ,2020,1,12.760805100810341,4.674519017541545
TH,SE,2020,1,12.760805100810341,4.023336036080632
TH,FR,2020,1,12.760805100810341,4.750156431747166
TH,AU,2020,1,12.760805100810341,5.250329491396949
TH,EE,2020,1,12.760805100810341,4.023336036080632
TH,NO,2020,1,12.760805100810341,4.0503647084685515
TH,SI,2020,1,12.760805100810341,4.865729521752746
TH,VN,2020,1,12.760805100810341,5.244287176940986
TH,CN,2020,1,12.760805100810341,4.695721225192148
AZ,RU,2020,1,10.354881592532692,7.167486695040823
AZ,US,2020,1,10.354881592532692,8.596407872622478
CY,CH,2020,1,9.845540592581278,5.752689396013961
